Username,Rating,Date,Review,Reply,Reply Date,Usefulness
R Dilleswari,2,16 March 2025,i did not withdraw my earnings there is a problem with withdrawal,Gyani - Made in India for India,17 March 2025,"('N/A', 'N/A')"
Tulsi Jain,5,16 March 2025,is app audio call are video call available,N/A,N/A,"('N/A', 'N/A')"
Ajit Kumar,5,16 March 2025,This app is good,N/A,N/A,"('N/A', 'N/A')"
Indonesia,5,16 March 2025,i don't know this kind of app are existing it is very useful for making new friends,N/A,N/A,"('N/A', 'N/A')"
Gigling Maniac,5,16 March 2025,Dost app is a great app for expanding your social circle.,N/A,N/A,1 person found this review helpful
Lal Krishnan B,1,16 March 2025,"very bad app. app stucks and losing all the coins without your knowledge. and support team is very bad, they arent for helping and not even to listen your problem. no reverts through mail, whatsapp I am facing this problem several times and no help or support provided to me from the support team. very bad don't install anyone.. cheating app",Gyani - Made in India for India,17 March 2025,5 people found this review helpful
Y Kalyan,1,15 March 2025,Download cheskune mundhu Cheskovala voddha Aney idea vastey cheskokane cheptha worst app Time pass Avvali Anna Money vundali annadhaniki manchi example adhi adho mobile data veskuntey movie chudacchu dhini badhalu Chetta naa kodukulu,Gyani - Made in India for India,17 March 2025,"('N/A', 'N/A')"
Akshay Prasad,1,15 March 2025,"Lot of good fake reviews, to be honest ita a waste of your time, I thought it's a very unique app to connect with people, after all a lame app, please don't waste your time downloading it!",Gyani - Made in India for India,17 March 2025,"('N/A', 'N/A')"
Vinay Allu,1,15 March 2025,dosth app vallu bane girls ni hire cheskunnaru ga calls matladaniki pics voice records anni recod cheskoni blackmail chestharu jagartha,Gyani - Made in India for India,17 March 2025,"('N/A', 'N/A')"
Rishu kumar,5,15 March 2025,very good dostt app,N/A,N/A,"('N/A', 'N/A')"
Babu vs Lakhe,1,15 March 2025,"this aap is ammount asking ,no free, ammount pay after used telling",Gyani - Made in India for India,17 March 2025,"('N/A', 'N/A')"
BHARGAV SAI KUMAR,1,15 March 2025,Poor network service,Gyani - Made in India for India,17 March 2025,"('N/A', 'N/A')"
Tapas Howladar,1,15 March 2025,Very bad app please try 🙏,Gyani - Made in India for India,17 March 2025,"('N/A', 'N/A')"
Bachcha Lal,5,15 March 2025,Best app for making new online friends and also chatting is free,N/A,N/A,"('N/A', 'N/A')"
PG IH,4,15 March 2025,"Fantastic app with smooth performance, great features, and easy navigation!",N/A,N/A,"('N/A', 'N/A')"
AISWARYA ELDHOSE,3,15 March 2025,"good app, useful",Gyani - Made in India for India,17 March 2025,"('N/A', 'N/A')"
Rohtas Transport Service,5,15 March 2025,I really like this app but I am doing my task,N/A,N/A,"('N/A', 'N/A')"
Nikko asmr,3,15 March 2025,Dostt app is amazing. Its very useful for making frnds,Gyani - Made in India for India,17 March 2025,"('N/A', 'N/A')"
Ruchik G,5,15 March 2025,This is a best app,N/A,N/A,"('N/A', 'N/A')"
Sasi Kumar.S,1,15 March 2025,not interested,Gyani - Made in India for India,17 March 2025,"('N/A', 'N/A')"
20 YOGESH K 4374,1,15 March 2025,Very worst,Gyani - Made in India for India,17 March 2025,1 person found this review helpful
Pradeep Kumar,1,15 March 2025,"all fake reviews, dont trust this app! dont pay the initial payment Rs. 20, that is also waste, they fooling us!",Gyani - Made in India for India,17 March 2025,1 person found this review helpful
HARSHIT SRIVASTAVA,5,15 March 2025,Makes Really A True Friend,N/A,N/A,"('N/A', 'N/A')"
santosh kumar,1,15 March 2025,Language can't be changed ... Worst customer support team ... Since one month in trying to change my language no one is responding,Gyani - Made in India for India,17 March 2025,"('N/A', 'N/A')"
Sunil Neti,1,15 March 2025,wow hehe nice,Gyani - Made in India for India,17 March 2025,"('N/A', 'N/A')"
Minnu V,4,15 March 2025,"dostt 100% genuine app,The app is easy to use",N/A,N/A,"('N/A', 'N/A')"
Saurav Palakudatewar,5,15 March 2025,"Absolutely love the Dostt app! 🌟🌟🌟🌟🌟 This app is everything I’ve been looking for in a social platform. The interface is sleek, user-friendly, and intuitive. It’s super easy to navigate, whether I’m checking out updates from friends or sharing my own moments. The design is clean and modern, making the experience so much more",N/A,N/A,44 people found this review helpful
Bablu Kumar,5,15 March 2025,Dostt app is fantastic.,N/A,N/A,"('N/A', 'N/A')"
sai krishna,1,15 March 2025,This app blocks your account even when u have balance in your account and there is no support that we can reach to get help. Please upgrade your support and assist properly. Now the call is not even connecting and the we loose coins. I have screenshot reference. I didn't receive any response from your support aswell.,Gyani - Made in India for India,20 January 2025,7 people found this review helpful
Mr BOND,1,14 March 2025,Wrost And Very Poor This Don't Try and Don't Vest ur Time,Gyani - Made in India for India,17 March 2025,"('N/A', 'N/A')"
Sandya Sandya,5,14 March 2025,I enjoy,N/A,N/A,"('N/A', 'N/A')"
Vijaykumar Angani,5,14 March 2025,Dostt App is a great platform for having new connections and private chats over secure connections. It is reliable as it has verified profiles,N/A,N/A,1 person found this review helpful
Ripon Sarkar,5,14 March 2025,Dostt beautiful apps thanks 👍,N/A,N/A,"('N/A', 'N/A')"
Karan Manikpuri,4,14 March 2025,Appreciated. Good and innovative way to making friends outside the actual world with interactive features in the application,N/A,N/A,"('N/A', 'N/A')"
Mayor PK,4,14 March 2025,"Dostt App is a user-friendly and reliable app designed for seamless social connections and support. With its intuitive interface and useful features, it makes communication effortless.",N/A,N/A,"('N/A', 'N/A')"
Abhi Baby,5,14 March 2025,One of best app to find friends and spend our break time. Our personal informations are secure and loved it personally so much,N/A,N/A,"('N/A', 'N/A')"
ANSIYA P S,5,14 March 2025,Dost is a fantastic app for making new friends and connecting with people. It provides a safe and friendly environment to meet like-minded individuals from different parts of the world. The app’s easy-to-use interface allows users to find and chat with others based on shared interests and hobbies.,N/A,N/A,1 person found this review helpful
Aman Vishwakarma,5,14 March 2025,This is best app for making online friends 😄 and this app helps to connect with him 🙂,N/A,N/A,"('N/A', 'N/A')"
nandana s kumar,5,14 March 2025,Very nice app i like it very mich,N/A,N/A,"('N/A', 'N/A')"
HAINESH,5,14 March 2025,I have started using the Dost app and it seems like a fun lite way of connecting with friends family and acquaintances. It has simple and easy UI/ UX and I look forward to making it my primary app for connecting with friends and family hi is most useful apk I am axited this apk us most wonderful,N/A,N/A,"('N/A', 'N/A')"
Nisha Shukla,5,14 March 2025,i absolutely love the dost app I make many friends from its,N/A,N/A,"('N/A', 'N/A')"
Zeel Kharadi,5,14 March 2025,This app was very helpfull for me. I loved to use this app,N/A,N/A,"('N/A', 'N/A')"
aman malik,5,14 March 2025,Good app,N/A,N/A,"('N/A', 'N/A')"
Vedant,5,14 March 2025,"Dostt App is truly a game-changer for making new friends! The interface is super user-friendly, and it’s so easy to connect with like-minded people. I love how the app promotes genuine conversations and helps in building meaningful friendships. The community is positive and supportive, making the experience even better. Highly recommend this app to anyone looking to expand their social circle!",N/A,N/A,13 people found this review helpful
Arif Ansari,5,14 March 2025,Very good app,N/A,N/A,"('N/A', 'N/A')"
Nigappa Nadgeri,5,14 March 2025,Best app for dostt app,N/A,N/A,"('N/A', 'N/A')"
Rahul Satpati,1,14 March 2025,it is not working,Gyani - Made in India for India,17 March 2025,"('N/A', 'N/A')"
Raichel Sam,4,14 March 2025,Super and adipoli sathanam kidilam Munjiya app,N/A,N/A,"('N/A', 'N/A')"
Akash Raj,5,14 March 2025,Absolutely this true app..,N/A,N/A,"('N/A', 'N/A')"
Sonu Raikwar,5,14 March 2025,Good app,N/A,N/A,"('N/A', 'N/A')"
Nandhini Nandhu,5,14 March 2025,I mvery very happy using this app so usefull app 😊 so happy using this app thankq so much,N/A,N/A,"('N/A', 'N/A')"
Suraj Kumar,4,14 March 2025,I using this dost app he connects absolutely real friends,N/A,N/A,"('N/A', 'N/A')"
Keshava Ram,5,14 March 2025,"Dostt is a social networking platform designed to facilitate genuine connection and friendship it offers featurrs such as secure audio and video call verified profile and support multiple language including hindi and telugu. The conversation on topic like relationship, love and career!!",N/A,N/A,"('N/A', 'N/A')"
Rohit Singh Rathore,5,14 March 2025,I liked this interesting app which is very unique app and that gives money,N/A,N/A,"('N/A', 'N/A')"
Kailash Tandi,4,14 March 2025,This is the fantastic social app.,N/A,N/A,"('N/A', 'N/A')"
Mukesh Madipelly,4,13 March 2025,"Dostt is a handy app for social networking. It offers a clean interface and easy navigation. The features are useful, though some areas could use improvement. Overall, it’s a good tool for youngsters to make life long connections.",N/A,N/A,"('N/A', 'N/A')"
Ramakant Singh,1,13 March 2025,"very very poor, no stability, times moves very fast, your all money deducted and get no response, sametimes u calling girls and call connected by boys profile, worst app ever I have seen",Gyani - Made in India for India,17 March 2025,1 person found this review helpful
M Kadiri,5,13 March 2025,The app is fabulous the innovation is awesome to get to new people's and make new random friends,N/A,N/A,"('N/A', 'N/A')"
vijay singh,5,13 March 2025,This app is good time pass and making new friends.,N/A,N/A,"('N/A', 'N/A')"
Neelkamal Mishra,5,13 March 2025,Best App For Make New Friends I love this App🥰,N/A,N/A,"('N/A', 'N/A')"
Samkit Jain,5,13 March 2025,Best app for making friends!!!! Try it now 😁😁,N/A,N/A,"('N/A', 'N/A')"
Arru Ansari,5,13 March 2025,Very useful to find new freind and chat eachother download it!!,N/A,N/A,"('N/A', 'N/A')"
Harshavardhan R,1,13 March 2025,A fraud app dont installe Just scame of money in this app,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Sovayam Alam,5,13 March 2025,I absolutely love the Dostt app! It's so easy to use and makes staying connected with friends and meeting new people super enjoyable!!,N/A,N/A,"('N/A', 'N/A')"
Krishan chamoli,5,13 March 2025,The app is very nice and we can make friends easily in it,N/A,N/A,"('N/A', 'N/A')"
Ronoldo Barani,5,13 March 2025,"Dostt has exceeded my expectations! The customer support team is incredibly responsive, and the app itself is feature-rich and easy to use. 10/10 would recommend!!",N/A,N/A,"('N/A', 'N/A')"
Abhijeet sahoo,5,13 March 2025,I absolutely I like this app I made so friend 👌,N/A,N/A,"('N/A', 'N/A')"
Nidhant Sain,1,13 March 2025,Fake ha sab kuch... Ladkiya bitha rakhe ha inhone... Unko sab pta ha aapka kitna balance ha or unhe commsion bhi milta hoga... Jaise mujhe laga fake profile ha ladkiyon ki vo bus aapka paisa lene ke liye baithe ha koi id vghera nahi milege,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Dhanush Dhanush,5,13 March 2025,DOST is an online counseling and emotional wellness platform that aims to provide accessible and affordable mental health support through a user-friendly interface and connects users with licensed mental health professionals!!,N/A,N/A,"('N/A', 'N/A')"
Moh. Mihal,5,13 March 2025,"I'm absolutely loving the Dost app! It's revolutionized the way I connect with friends and family, offering so much more than your average messaging app. The seamless interface makes it effortless to stay in touch through texts, voice calls, or video chats. I'm particularly fond of the group chat feature, which streamlines event planning and sharing updates with multiple people. Plus, the robust security features provide added peace of mind. Overall this is Best app",N/A,N/A,14 people found this review helpful
Nisha,5,13 March 2025,Dostt app for making online frnds for there best best experience we can connect each other by this app !!,N/A,N/A,"('N/A', 'N/A')"
Md Sakib,5,13 March 2025,Very helpful and intuitive. Excellent job !!,N/A,N/A,"('N/A', 'N/A')"
Mathan Madhu,1,13 March 2025,one of the worst experience with this application.... Don't download that.. Totally time and amount waste.,Gyani - Made in India for India,13 March 2025,1 person found this review helpful
Ankit Vishwakarma,5,13 March 2025,Es application me Naye friends banane ke liye aap Ghar baithe apne mobile phone banaa sakte hain usse baat kar sakte hain !!,N/A,N/A,2 people found this review helpful
Sudipta Khanra,5,13 March 2025,Nice and best apps,N/A,N/A,"('N/A', 'N/A')"
Yoganshi sharma,2,13 March 2025,It is a good app i loving it!,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
DWARAKA PRASAD PRAJAPAT,5,13 March 2025,Best experience for dating !!,N/A,N/A,2 people found this review helpful
Vicky Thakur,5,13 March 2025,I hate this app.,N/A,N/A,"('N/A', 'N/A')"
Krishna Kumar Yadav,5,13 March 2025,I'm absolutely loving the dost app it's revolutionized the way I cannot withs friends and family !!,N/A,N/A,"('N/A', 'N/A')"
YouTube crazee,5,13 March 2025,This app is very good and best app for Android best app for Android best app!!,N/A,N/A,"('N/A', 'N/A')"
Nidhi Yadav,5,13 March 2025,"The seamless interface makes it effortless to stay in touch through text, voice call,or video chat!!",N/A,N/A,"('N/A', 'N/A')"
Shamshad Ahmad,5,13 March 2025,Dostt App is really better app to make new friends. I recommend everyone to use this app.,N/A,N/A,1 person found this review helpful
Vamsi Bodhanapati,4,13 March 2025,It is very use full for people who doesn't have friends.,N/A,N/A,"('N/A', 'N/A')"
Ankit Rathore,5,13 March 2025,Best app bostt app i make a new friends,N/A,N/A,"('N/A', 'N/A')"
munagala Pavansai,5,13 March 2025,"Dostt is a refreshing and innovative social app that has completely changed how I connect with new people. Whether you’re looking for friends, networking opportunities, or just casual conversations, this app has something for everyone. The interface is user-friendly and intuitive, making it easy to navigate and explore.",N/A,N/A,13 people found this review helpful
Ramu Gurjar,5,13 March 2025,The application is very Good interface of the app is very clean and good I like the very much 💖use the app day by day I'm very happy,N/A,N/A,"('N/A', 'N/A')"
TG KABILAN,5,13 March 2025,Dostt app is very useful app to me because I get more new friends,N/A,N/A,"('N/A', 'N/A')"
Nandha Kumar,1,13 March 2025,Waste,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Sweety Lucky,5,13 March 2025,Super really I love this app so 😍 thank you dost team,N/A,N/A,"('N/A', 'N/A')"
Abdul Rahman,4,13 March 2025,Good app,N/A,N/A,"('N/A', 'N/A')"
Vijai Rajendran,1,13 March 2025,Do not encourage such scam guys,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Tech Bugs,1,12 March 2025,"This app is good but it was not easy, normal person can't understand this type of application.",Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Chakri Bandari,1,12 March 2025,dont use this app automatically calls connected and total coins gone this app signal jumping and total coins clear is automatic calls. please don't try this app im totally money loss,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
pankaj mehra,5,12 March 2025,Nice,N/A,N/A,"('N/A', 'N/A')"
samar Rawat,5,12 March 2025,It is very good and amazing,N/A,N/A,"('N/A', 'N/A')"
Het Patel,5,12 March 2025,"Dostt is an innovative social networking application designed to foster genuine connections and authentic friendships among users across India. Developed by Gyani - Made in India for India, Dostt has rapidly gained popularity, boasting over 1 million downloads and a commendable rating of 3.95 out of 5 stars based on more than 6,500 reviews.",N/A,N/A,"('N/A', 'N/A')"
Vahid Gamerz,5,12 March 2025,"Dosttt is an amazing social app! It's easy to connect with new people and make friends. The app's features are innovative and fun, with great group chat options. I love the rewards and incentives for engaging with others. A fantastic platform for socializing and meeting new dosts",N/A,N/A,"('N/A', 'N/A')"
NERIAH EVANGELINE Ennamalla,4,12 March 2025,This app is to find new strangers as good friends and very genuine.,N/A,N/A,"('N/A', 'N/A')"
Ajnas Kareem,5,12 March 2025,"""Dostt is an amazing app that makes staying connected with friends so much easier! The interface is user-friendly, and the features are perfect for chatting, sharing moments, and building stronger relationships. I love how smooth and fast the app runs, with no annoying glitches. It truly enhances communication and helps maintain meaningful connections.",N/A,N/A,10 people found this review helpful
Malli Yadav,3,12 March 2025,It a good app to make friends,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Amresh King,4,12 March 2025,"wow good app , call quality is good",N/A,N/A,"('N/A', 'N/A')"
kutty kathir,1,12 March 2025,Don't believe this app i recharged for 600 rupees and i got 2500 coins but no one is spoke to me my coins came from 2500 to zero,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Avenblue,4,12 March 2025,I really like the app as I was unable to make friends but i didn't understand where do i spend my coins,N/A,N/A,"('N/A', 'N/A')"
Rajasingh kalaimathi,5,12 March 2025,Amazing app,N/A,N/A,"('N/A', 'N/A')"
Ifsana Yeasmin,5,12 March 2025,"this app is so good,it helps to make friends,to text and call your family...no doubt it's the best app to communicate with your special One and secured app...",N/A,N/A,"('N/A', 'N/A')"
kírσ _cín,1,12 March 2025,Wort app . Calls are not connecting properly and coins going from wallet automatically. They helpline will not help for us any time . They take our money from our wallet,Gyani - Made in India for India,13 March 2025,1 person found this review helpful
Piyus Adak,4,12 March 2025,"Dostt is a great app for anyone looking to make new connections and expand their social circle. The interface is user-friendly and easy to navigate, which makes setting up a profile quick and straightforward. The matching algorithm is fairly accurate, offering meaningful connections based on shared interests and location.",N/A,N/A,4 people found this review helpful
Mrconvineant,5,12 March 2025,This app is genuinely connect the friends online,N/A,N/A,"('N/A', 'N/A')"
Pitla Parsharamulu,5,12 March 2025,Exalent,N/A,N/A,"('N/A', 'N/A')"
Padma Kittur,5,12 March 2025,Nice,N/A,N/A,"('N/A', 'N/A')"
Irfan Mohammad,1,12 March 2025,waste of money not replying,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Moorthi Renu,2,12 March 2025,Fake,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Chhotulal Saini,4,12 March 2025,"The Dost app has received positive feedback for its integration and user-friendly interface. One reviewer noted, ""Integration was great. Good nudges for microaggressions and good steering towards correct language.",N/A,N/A,"('N/A', 'N/A')"
Shaik Kamran,2,12 March 2025,"Lots of pop up ads and bugs and it lags all the time, and timing should not be shown to the opposite guy and also add text option, add friend option and many more .. kindly fix in the next update",Gyani - Made in India for India,3 February 2025,6 people found this review helpful
Rakesh Ghalot,2,11 March 2025,This is very good for student,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Mothukuri Vamsi Krishna,1,11 March 2025,Pathetic app App is full of bugs call button won't work until u click several times App got lagged while calling and shown blank screen after when I checked it shown 9 minutes call which I didn't took 90 coins wasted. Worst experience frnd app is good than this atleast they don't snach your coins with buggy app,Gyani - Made in India for India,13 March 2025,88 people found this review helpful
Pk Creation,1,11 March 2025,Best of money 😡,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Shijila Anwar,5,11 March 2025,"This is a social app connecting Indians worldwide. Reviews highlight its user-friendly interface, engaging features, and strong focus on Indian culture. However, some users report issues with connectivity and moderation. Overall, it's a promising platform for those seeking Indian connections globally. (4.5/5)",N/A,N/A,"('N/A', 'N/A')"
THE ANGAD KARDAM,5,11 March 2025,very good app,N/A,N/A,"('N/A', 'N/A')"
Dipika Mishra,5,11 March 2025,Such a fluid and responsive interface! The Dost app is a pleasure to use.!!,N/A,N/A,2 people found this review helpful
Vihaan Arora,5,11 March 2025,The Dost app has a super smooth and easy-to-use interface!!,N/A,N/A,2 people found this review helpful
Meenu Chawla,5,11 March 2025,"Finally an app that helps me connect with people who aren’t just looking for small talk. Real, meaningful conversations!!",N/A,N/A,1 person found this review helpful
shibanee mohanty,5,11 March 2025,The seamless interface of Dost makes it easy to get things done quickly.!!,N/A,N/A,1 person found this review helpful
PIYUSH PRATIK,5,11 March 2025,The best app for people who want to expand their social circle!!,N/A,N/A,"('N/A', 'N/A')"
Krish Sahu,4,11 March 2025,This app is very good for making friends and talk with him,N/A,N/A,"('N/A', 'N/A')"
Thaskeena,5,11 March 2025,The app offering so much more than other messaging apps.I absolutely love it for daily connect with my friends and family,N/A,N/A,"('N/A', 'N/A')"
Aditya Kumar,5,11 March 2025,Nice app and it's easy to use and works smoothly,N/A,N/A,"('N/A', 'N/A')"
Riddhi Gill,5,11 March 2025,A fantastic app for chatting and staying connected great experience and top-quality features totally worth downloading....,N/A,N/A,"('N/A', 'N/A')"
Ankit Rexwal,5,11 March 2025,Highly recommend Dostt to anyone who wants real and authentic friendships!!,N/A,N/A,"('N/A', 'N/A')"
Md Nasir,5,11 March 2025,Best way to keep in touch with loved ones so easy to use and smooth totally love it....,N/A,N/A,"('N/A', 'N/A')"
Nandish Nandisha,1,11 March 2025,fake id,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Rameena Aslam,1,11 March 2025,very very bad app,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Realbite,5,11 March 2025,"""I'm obsessed with Dostt! The app is perfect for staying in touch with loved ones and making new friends. Five stars isn't enough!""",N/A,N/A,"('N/A', 'N/A')"
zikra ansari,5,11 March 2025,"Love this app, it's amazing and it's user friendly for friends and family. Highly recommend to people!",N/A,N/A,"('N/A', 'N/A')"
Nimraz Herekar,5,11 March 2025,"Dost"" is a valuable option for individuals seeking online counseling in India, especially for those comfortable with a paid service and willing to explore different therapists to find a good fit.",N/A,N/A,"('N/A', 'N/A')"
anand kumar,5,11 March 2025,"I've been using Dostt for a couple of weeks now, and I must say it's been a great experience! The app makes it super easy to meet new people from all over. Whether you're looking for casual chats or meaningful connections, there's something for everyone. The interface is clean and user-friendly, which makes navigating through the app a bree",N/A,N/A,11 people found this review helpful
Peace,5,11 March 2025,"Dostt is a refreshing app for making genuine connections! I love the verified profiles and secure video calls , it makes chatting feel safe and real. Whether you're seeking new friends or meaningful conversations, this app creates a positive space to connect. Highly recommend it for anyone looking to expand their social circle!.",N/A,N/A,2 people found this review helpful
KAKI BHASKAR,2,11 March 2025,I will want to Care,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
PARMANAND SHARMA,5,11 March 2025,Very nice aap,N/A,N/A,"('N/A', 'N/A')"
Mahesh Pujari,1,11 March 2025,Only amount shaving but you app amount west in boyes,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Sandeep Jojo,4,11 March 2025,This application is very interesting I like it and everyday I make new friends,N/A,N/A,"('N/A', 'N/A')"
OP LORD,5,11 March 2025,This is nice app for making online friends with a best ui interface and with so many options,N/A,N/A,"('N/A', 'N/A')"
2160p vlog (Just info),1,11 March 2025,Fake,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
JAGAN MOHAN B,3,11 March 2025,This app is good for connecting to people and it is very secure,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Shafeekh Vm,5,11 March 2025,Wow,N/A,N/A,"('N/A', 'N/A')"
Cash Romeo,5,11 March 2025,"The Dostt app is friendly, supportive, and reliable, providing a user-friendly, engaging, and secure experience that’s helpful, efficient, convenient, and trustworthy.",N/A,N/A,"('N/A', 'N/A')"
Bipin Palariya,5,10 March 2025,"""Dostt app is a fantastic social networking platform that helps users connect with new people. It’s easy to use, engaging, and offers great features for building friendships.""",N/A,N/A,1 person found this review helpful
Anand Raj,1,10 March 2025,Frad app,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Prasath nn,1,10 March 2025,No very bad app only for money,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Raji RRR,1,10 March 2025,Really pathetic all. Always stuck and can't hear,Gyani - Made in India for India,13 March 2025,"('N/A', 'N/A')"
Shahul Hameedbpr,1,10 March 2025,Cheating aap very bad very bad,Gyani - Made in India for India,10 March 2025,"('N/A', 'N/A')"
Dharmistha Patel,5,10 March 2025,"Dost is a fresh social app for making real connections, offering a unique and friendly experience.",N/A,N/A,"('N/A', 'N/A')"
Rajeshri Vaze,5,10 March 2025,App is good contacts are real,N/A,N/A,"('N/A', 'N/A')"
Amrita Devi,1,10 March 2025,It's required first to login but in the app these are no mention that have to login.,Gyani - Made in India for India,10 March 2025,"('N/A', 'N/A')"
Satyam Modanwal,5,10 March 2025,Very nice app I like it and I am so happy 😊 Thank-you,N/A,N/A,"('N/A', 'N/A')"
Manesh Nair,1,10 March 2025,Cheetting app😡,Gyani - Made in India for India,10 March 2025,"('N/A', 'N/A')"
Chekurisairam 1995,1,10 March 2025,all old ladies and fake antha waste money bekar app i good friendship app,Gyani - Made in India for India,10 March 2025,"('N/A', 'N/A')"
Chitra Vijay,5,10 March 2025,Nice app love this appp,N/A,N/A,"('N/A', 'N/A')"
Capture Kid,1,10 March 2025,Fake app their aim is only to get money from others and they know how to loot and the applications is a biggest garbage i have spend lots of money everything lost and the customer service is fake and all characters in the app is a bot....,Gyani - Made in India for India,10 March 2025,"('N/A', 'N/A')"
Anita Rajawat,5,10 March 2025,Best app me,N/A,N/A,"('N/A', 'N/A')"
suryakant singh,5,10 March 2025,"""Your work is truly inspiring! The effort and creativity you put into it shine through. Keep up the amazing work—you're making a real difference!""",N/A,N/A,"('N/A', 'N/A')"
Ranveer,4,10 March 2025,Dost app is very good,N/A,N/A,"('N/A', 'N/A')"
Saraswati hadapad,5,10 March 2025,Super app,N/A,N/A,"('N/A', 'N/A')"
Shubham Halder,3,10 March 2025,"Dostt App has been downloaded over 2.8 million times and holds a rating of 3.95 out of 5 stars, based on approximately 6,600 reviews. The app was last updated on February 22, 2025",Gyani - Made in India for India,10 March 2025,"('N/A', 'N/A')"
Prince Modh,5,10 March 2025,Nice aap,N/A,N/A,"('N/A', 'N/A')"
sourav jana,5,10 March 2025,This app is very nice and very useful .This is the best application for the peoples.and feature of this application is excellent.,N/A,N/A,"('N/A', 'N/A')"
Zainab Shaikh,5,10 March 2025,Nice app for new friends,N/A,N/A,"('N/A', 'N/A')"
Aakash Thakor,5,10 March 2025,That's very nice and helpful,N/A,N/A,"('N/A', 'N/A')"
rohith guptha,1,9 March 2025,It is all fake app. Once you add coins to wallet it will show no one is available. Don't believe it is all fake.,Gyani - Made in India for India,10 March 2025,2 people found this review helpful
Rishi Shirke,4,9 March 2025,But you need to buy some token,N/A,N/A,"('N/A', 'N/A')"
mohanrao dc,3,9 March 2025,Call ringing but not received,Gyani - Made in India for India,10 March 2025,"('N/A', 'N/A')"
Aman Toshniwal,4,9 March 2025,Good,N/A,N/A,"('N/A', 'N/A')"
Sahar Banu,4,9 March 2025,safty for female users,N/A,N/A,"('N/A', 'N/A')"
Anoop Anu,1,9 March 2025,What you are looking in this app. You won't get it. Stop wasting your time and money in this app.,Gyani - Made in India for India,10 March 2025,"('N/A', 'N/A')"
patel manan,5,9 March 2025,This app is very wonderful and amazing. I am very helpful of the app this helps me to make new friends,N/A,N/A,"('N/A', 'N/A')"
hi dy,5,9 March 2025,Nice applications. Recommended for everyone,N/A,N/A,"('N/A', 'N/A')"
Mohan Mano,5,9 March 2025,50% bad 50% good,N/A,N/A,"('N/A', 'N/A')"
Anthoni Yammal,5,9 March 2025,"Dostt is a social networking app that connects people with similar interests and hobbies. It allows users to create profiles, chat, and share experiences in a safe and friendly environment.",N/A,N/A,"('N/A', 'N/A')"
Siddique Afsal,5,9 March 2025,I like the app very well,N/A,N/A,"('N/A', 'N/A')"
Madhan Raaj A.U,1,9 March 2025,Fake app all the girls are their setup,Gyani - Made in India for India,10 March 2025,"('N/A', 'N/A')"
rK gamer,5,9 March 2025,Very good application,N/A,N/A,"('N/A', 'N/A')"
Henry Joseph,1,9 March 2025,"They have created AI humans who will talk and you have to pay hefty amount, cheaters be careful they are asking your account no.",Gyani - Made in India for India,10 March 2025,"('N/A', 'N/A')"
Shashank Shekhar Vlogs,5,9 March 2025,This is best platform for a meeting a new new people and making a friend's.,N/A,N/A,"('N/A', 'N/A')"
Kanha Chandak,5,9 March 2025,"Emotional Wellness and Guidance: YourDOST is praised for its ability to help individuals tackle inner conflicts and find guidance on emotional issues. Empathetic and Solution-Oriented Experts: Users appreciate the empathetic, practical, and solution-oriented approach of the experts on the platform.",N/A,N/A,"('N/A', 'N/A')"
Abhi gupta4499,5,9 March 2025,This app is so nice,N/A,N/A,"('N/A', 'N/A')"
jyoti kalyaniya,5,9 March 2025,Dostt it's a very user friendly app for making new friends,N/A,N/A,"('N/A', 'N/A')"
Abhishek Ranout,5,9 March 2025,"Best app to make new friends ""The best app I’ve used in a long time—intuitive, feature-rich, and reliable!""",N/A,N/A,"('N/A', 'N/A')"
Sv Satyanarayana,1,9 March 2025,Fake videos fake ఆడియో,Gyani - Made in India for India,10 March 2025,"('N/A', 'N/A')"
Smalltown _ girl,4,9 March 2025,Very nice app to make new friends,N/A,N/A,"('N/A', 'N/A')"
Snehan Kandasamy.,1,9 March 2025,My coins is missing can't connected to support team,Gyani - Made in India for India,10 March 2025,"('N/A', 'N/A')"
